Age,Gender,Weight (kg),Height (m),Calories_Burned,Fat_Percentage,Daily meals frequency,Calories,Workout_Frequency (days/week)
28.14,Female,87.33,1.76,1586.64,30.03555028506229,3.0,2336.0,3.01
46.03,Male,57.19,1.6,573.68,26.66438017378396,4.01,1606.0,3.07
46.9,Female,43.51,1.62,335.99,20.903278384712923,3.98,1250.0,3.0
54.16,Female,70.6,1.57,1381.91,31.251604703507954,1.97,1920.0,2.98
40.34,Male,58.16,1.56,529.44,26.082220630048468,3.01,1529.0,2.02
47.98,Female,72.89,1.83,1008.0,23.83870338486221,3.0,1925.0,4.01
19.79,Male,71.72,1.69,1378.94,27.572101949844143,2.03,1886.0,3.02
52.08,Male,86.5,1.8,1768.0,30.20723432917099,3.01,2549.0,4.99
45.24,Female,41.06,1.58,1781.93,16.511900086711545,2.98,1191.0,2.01
30.81,Female,80.11,1.54,1356.2,33.99745843441664,3.01,2205.0,3.98
50.35,Female,65.84,1.57,1512.5,25.8397178785912,1.99,1673.0,1.99
20.97,Male,76.33,1.65,812.24,28.58060950741071,3.98,2002.0,2.99
19.18,Male,60.75,1.59,1117.68,26.03467373226857,1.98,1681.0,2.0
57.27,Female,60.17,1.53,1739.5,25.92543231722801,2.01,1625.0,3.01
58.09,Male,52.57,1.79,994.4,17.121858256112727,3.02,1508.0,3.03
18.0,Male,82.15,1.84,2473.9,24.3141479104374,4.0,2090.0,4.97
19.61,Male,51.21,1.58,604.45,25.375352446038747,3.01,1476.0,1.97
54.14,Female,65.06,1.53,1808.21,30.218955171353045,2.99,1893.0,4.03
40.99,Female,78.5,1.72,1089.89,29.197807298462457,4.0,2205.0,4.0
50.06,Male,58.46,1.79,1657.42,21.540048616579163,3.01,1631.0,4.0
41.38,Male,78.25,1.71,720.0,29.23163113850477,4.02,2312.0,3.98
46.62,Male,86.07,1.99,2057.62,19.31615013174877,3.0,2417.0,4.01
33.84,Female,64.05,1.62,2060.78,25.17038077488265,3.02,1988.0,5.0
45.45,Female,58.37,1.7,634.18,21.76868482495017,2.01,1595.0,2.99
52.88,Female,55.85,1.55,1478.4,20.407077800637484,2.01,1510.0,4.01
58.95,Male,85.17,1.67,1553.39,29.66088928855278,1.99,2436.0,5.01
38.91,Female,58.65,1.93,1297.08,23.12493890482552,3.02,1688.0,3.96
59.4,Female,75.88,1.77,969.32,25.018642579408628,3.01,1976.0,3.02
46.8,Female,79.73,1.77,869.62,26.34516575090359,3.98,2162.0,3.01
57.91,Female,82.08,1.87,1836.9,22.985988449922782,3.01,2178.0,4.0
42.64,Female,61.69,1.88,679.18,19.3280151233158,3.01,1639.0,3.03
56.13,Male,108.09,1.73,1175.24,35.0,3.01,2843.0,3.0
35.92,Male,123.42,1.69,1406.34,35.0,3.01,3397.0,4.0
46.94,Male,58.83,1.79,1871.28,21.673668166837945,3.01,1672.0,4.01
41.39,Male,62.18,1.64,2769.93,26.666434823545263,2.01,1900.0,4.05
30.31,Male,121.21,2.0,1191.39,31.612282198381383,3.0,3264.0,3.99
37.87,Male,122.87,1.62,1303.42,35.0,1.99,3340.0,4.02
18.01,Female,68.16,1.8,1450.79,21.433677807721423,3.0,2098.0,4.03
35.16,Female,127.34,1.62,735.62,35.0,3.99,3567.0,3.98
25.24,Female,61.9,1.65,785.4,26.066780004108832,3.98,1599.0,2.97
21.18,Male,88.43,1.6,1335.85,34.2055064766251,3.0,2388.0,3.97
26.0,Female,87.64,1.87,1779.77,23.590188987998182,2.03,2456.0,3.96
39.99,Male,53.09,1.66,914.4,25.7942827217448,2.99,1411.0,3.02
40.58,Female,55.41,1.61,2198.81,21.74290784186829,2.0,1403.0,3.99
41.76,Female,85.19,1.81,1792.85,26.43970686622848,3.0,2269.0,5.0
48.83,Female,61.51,1.87,1085.7,21.28338178549992,2.01,1872.0,4.0
25.82,Male,55.37,1.68,741.22,22.209343480983247,1.99,1540.0,3.03
34.32,Female,52.07,1.78,1501.2,19.87374904331981,2.0,1277.0,3.99
55.89,Male,87.81,1.85,2243.37,30.52601358584272,2.01,2285.0,3.99
27.94,Male,63.22,1.62,597.86,25.635706626087767,2.99,1873.0,2.0
53.09,Female,53.14,1.74,1499.95,19.16307976142348,4.0,1428.0,3.01
37.1,Female,67.05,1.75,1490.4,17.045999101793363,3.0,1726.0,4.01
18.24,Male,67.01,1.75,817.66,24.58721017063893,2.01,1705.0,2.01
25.59,Female,62.31,1.61,1466.4,23.16901906153336,2.99,1847.0,3.98
20.11,Female,76.35,1.73,1834.8,26.945572957551533,3.0,2166.0,4.01
23.94,Male,54.75,1.75,1016.4,20.556475966508263,2.01,1362.0,3.02
57.03,Female,83.39,1.65,2245.1,28.60340980567584,3.0,2318.0,3.99
52.7,Female,55.65,1.55,798.53,26.0995658821714,1.99,1528.0,4.04
55.14,Male,130.26,1.73,847.77,35.0,4.0,3401.0,3.01
44.87,Male,41.19,1.58,963.6,21.49505463375004,3.0,1125.0,2.0
52.69,Female,67.96,1.7,763.2,26.23297893848648,3.01,2024.0,4.0
25.62,Female,62.79,1.61,1958.21,26.85519007197722,3.0,1692.0,4.01
53.12,Male,61.35,1.63,356.4,25.856951447656108,2.99,1481.0,3.03
19.14,Male,64.5,1.53,1449.61,27.10508830085778,3.0,1738.0,2.98
32.92,Male,45.45,1.5,920.7,23.08560806995996,3.0,1275.0,3.01
54.44,Male,66.68,1.74,812.54,26.851972005456528,2.0,1730.0,1.99
53.25,Female,67.92,1.7,1133.06,25.0739450726236,2.99,2017.0,3.99
38.99,Male,107.78,1.88,642.4,31.08173891502456,3.01,2820.0,2.01
19.32,Female,81.48,1.96,2735.5,26.58474397799049,2.99,2349.0,5.01
44.18,Female,41.81,1.78,1609.2,16.271641139066475,3.01,1191.0,3.0
43.91,Female,72.33,1.66,924.84,27.27648158213487,3.03,1980.0,1.97
58.16,Female,63.38,1.77,1231.45,21.466943156777024,3.0,1845.0,4.0
44.61,Male,65.56,1.77,967.55,27.551256396560767,4.01,1837.0,2.99
33.02,Female,102.39,1.75,1858.1,35.0,2.97,2769.0,3.03
39.15,Female,61.8,1.64,633.02,24.66357538115741,2.97,1645.0,2.96
23.57,Male,57.36,1.71,1229.15,20.073882502649766,2.98,1555.0,2.99
37.8,Female,59.08,1.72,1425.6,23.268282604999275,1.99,1653.0,3.01
39.26,Male,93.86,1.7,784.8,34.5408944951202,3.0,2466.0,4.02
50.05,Female,55.68,1.55,2641.43,25.63016174415632,3.02,1395.0,4.0
33.29,Female,44.9,1.5,911.63,20.7289909146856,2.98,1132.0,3.0
48.08,Male,71.83,1.64,1925.59,27.925938742858204,3.01,1824.0,4.01
42.72,Male,55.76,1.82,1321.3,19.954651371849536,3.01,1765.0,3.01
31.04,Male,42.62,1.76,1285.97,17.529000519657558,3.01,1169.0,3.03
37.76,Female,46.97,1.8,785.78,18.448875810576943,3.01,1274.0,3.0
35.29,Female,100.91,1.76,740.54,29.98797865463151,3.01,2700.0,1.99
36.12,Female,48.72,1.68,811.06,20.31401702878709,1.99,1365.0,2.98
47.71,Female,84.29,1.82,1986.4,27.88462473002624,2.99,2320.0,5.02
56.47,Female,43.28,1.75,1377.35,16.961345170300905,2.98,1208.0,2.03
54.04,Female,54.84,1.76,1392.04,20.94983950957118,4.0,1517.0,4.0
33.0,Male,82.16,1.99,1651.06,23.30065707074706,2.01,2254.0,4.0
49.9,Female,45.53,1.67,1820.08,21.492877417769087,2.98,1454.0,4.01
55.66,Male,75.69,1.67,1648.59,28.857922920739863,2.01,1995.0,2.0
39.69,Female,63.89,1.61,1424.41,25.40307947314438,2.02,1703.0,3.0
29.95,Female,100.6,1.68,1420.8,35.0,4.01,2503.0,4.0
34.84,Female,97.11,1.71,1757.06,33.853577202467896,1.99,2668.0,2.99
29.11,Male,120.96,1.86,1425.6,35.0,3.0,3134.0,4.01
34.98,Female,79.04,1.64,1220.22,29.13360701509599,2.99,2406.0,3.98
33.11,Male,64.69,1.71,1272.28,24.917829245526097,3.0,1574.0,3.97
49.4,Male,79.2,1.73,911.63,29.363848020525,4.01,1978.0,1.98
59.21,Female,65.23,1.52,1342.88,27.77501468683592,3.0,1763.0,3.02
43.83,Male,124.61,1.84,1299.24,33.35961282702155,3.99,3280.0,3.96
40.88,Female,66.9,1.74,883.6,24.178702116783253,2.98,1778.0,3.03
25.78,Male,127.95,1.73,1169.34,35.0,2.99,3243.0,2.97
45.3,Male,89.2,1.81,1324.98,27.8942683999257,4.01,2503.0,4.99
48.22,Female,80.3,1.78,1175.99,26.355120236203447,1.99,2196.0,4.0
25.99,Male,72.99,1.67,905.02,27.951901154345645,1.99,1931.0,2.02
30.71,Male,42.13,1.6,1048.14,16.629696595251794,3.03,1012.0,3.03
53.83,Male,63.91,1.53,2038.93,23.56644936960528,3.01,1865.0,4.01
26.29,Male,61.87,1.61,1457.48,23.78850606482216,3.01,1665.0,3.98
23.33,Female,83.47,1.8,682.48,25.19420756604942,3.01,2261.0,3.0
56.04,Male,94.23,1.66,1362.47,30.36029718679873,3.0,2417.0,2.01
54.13,Female,72.36,1.78,1536.7,27.89407532341569,4.0,1906.0,2.02
28.65,Female,58.43,1.62,1286.27,30.99603025746283,2.01,1607.0,3.02
38.92,Male,57.66,1.93,1449.61,18.20039024371181,3.01,1837.0,4.03
24.03,Female,60.14,1.79,2819.27,19.118953542473594,3.0,1635.0,3.98
18.65,Male,98.88,1.7,553.9,35.0,3.01,2660.0,1.98
35.72,Male,99.9,1.99,1158.43,27.138086460094712,2.97,2673.0,3.02
53.1,Female,94.22,1.95,781.06,23.757114491439385,3.02,2471.0,2.99
33.15,Male,52.96,1.66,1239.75,19.323016574183136,2.99,1553.0,3.02
26.07,Female,72.45,1.67,911.63,28.88598128617837,2.0,1960.0,2.0
55.83,Male,52.86,1.64,1465.2,21.69298315602512,3.01,1436.0,2.98
29.26,Female,121.03,1.87,1257.6,33.05381304821705,2.99,3326.0,4.0
52.04,Male,61.68,1.69,2106.0,19.98032947256275,3.01,1832.0,3.99
52.05,Male,61.57,1.69,2555.76,24.68161819915139,3.0,1774.0,4.0
40.01,Female,68.89,1.99,1253.84,22.5450536588728,3.99,1920.0,4.02
40.15,Female,63.01,1.53,1503.08,24.80994964836984,4.0,2030.0,4.99
28.83,Male,79.99,1.98,1943.69,21.45676613170154,3.0,2232.0,4.98
18.98,Female,56.43,1.87,612.68,21.566232627208382,3.0,1576.0,3.02
56.97,Male,76.42,1.86,1086.61,24.84432661299545,1.97,2195.0,3.98
52.16,Female,78.94,1.59,1498.7,33.722765103381995,2.99,2219.0,3.01
54.09,Male,59.06,1.59,705.56,27.39576160730476,2.99,1701.0,2.0
49.98,Male,66.74,1.57,1515.25,25.68269977614482,2.01,1881.0,2.02
20.1,Female,71.48,1.69,922.37,27.0810289119533,2.02,1808.0,2.98
28.14,Male,72.15,1.67,1058.4,23.05200611930607,1.99,2110.0,3.99
28.72,Female,60.81,1.62,747.32,23.256108471952604,1.99,1817.0,1.99
22.95,Female,81.66,1.85,1662.72,26.565051097768336,2.01,2271.0,4.0
39.07,Male,107.02,1.88,712.8,33.92534412071446,3.0,2677.0,2.0
45.92,Male,62.67,1.54,2304.07,22.351787278004508,2.0,1826.0,4.0
31.08,Female,58.64,1.73,1113.6,20.771445165671825,3.03,1598.0,3.03
21.1,Female,50.41,1.52,946.94,25.54861897095528,3.99,1342.0,3.02
37.05,Male,76.14,1.77,1792.21,25.16846176569887,3.01,2352.0,3.98
32.66,Male,58.04,1.53,2633.22,24.188217738312616,4.0,1408.0,4.99
47.62,Male,129.45,1.61,769.12,35.0,2.98,3471.0,4.02
23.56,Female,60.0,1.51,1256.11,29.70238713734982,3.02,1545.0,2.01
41.1,Female,121.81,1.67,992.2,35.0,1.99,3147.0,1.96
32.76,Female,58.56,1.67,617.1,23.170307243760856,3.99,1535.0,2.0
23.75,Female,50.93,1.67,1160.54,22.412732352375382,2.0,1473.0,2.97
35.98,Female,100.04,1.99,1169.34,23.204660109447964,2.99,2717.0,3.01
25.0,Male,76.09,1.96,443.0,22.48888121802313,1.98,2140.0,3.01
46.51,Female,61.59,1.76,1210.86,20.505603238709323,3.01,1498.0,4.98
54.87,Female,129.32,1.73,822.8,35.0,4.02,3416.0,3.02
22.34,Male,54.75,1.62,2314.82,22.205065611869166,4.0,1393.0,3.97
25.84,Female,53.77,1.65,1028.06,20.75328094247393,3.0,1447.0,4.03
57.2,Male,96.06,1.74,1609.06,35.0,2.99,2558.0,3.0
49.2,Male,82.24,1.86,2186.22,26.924013252309184,2.0,2196.0,4.0
57.19,Female,64.31,1.52,1350.44,29.582372736608743,3.02,1953.0,5.02
36.04,Male,88.03,1.71,1935.89,28.988237603691,4.0,2545.0,5.01
45.81,Female,107.94,1.64,930.6,35.0,4.01,2884.0,2.97
20.09,Male,44.32,1.6,1307.99,22.09620118164872,3.0,1049.0,1.99
18.0,Female,72.54,1.55,739.2,28.710132141703617,2.0,1820.0,3.0
48.7,Male,39.36,1.65,740.36,21.376369557083,2.99,1155.0,3.02
18.0,Female,68.49,1.8,1463.98,23.21595830398113,3.0,1859.0,4.02
56.14,Male,129.16,1.78,1573.0,35.0,3.0,3220.0,2.05
18.0,Male,63.11,1.63,590.67,23.41185864662624,2.99,2026.0,3.01
53.96,Female,64.22,1.69,2418.56,22.48234306279613,4.01,1851.0,4.0
24.72,Female,57.74,1.58,1795.2,24.23436038919966,3.01,1571.0,3.01
18.01,Male,68.07,1.6,529.44,25.81482459761158,2.0,2045.0,2.98
51.96,Male,57.28,1.56,1725.07,24.71249118756232,2.99,1427.0,3.98
56.17,Male,69.08,1.68,798.6,24.7761009883752,3.01,1850.0,2.0
47.66,Female,56.87,1.51,1314.1,24.23329780818742,3.02,1632.0,3.98
54.21,Female,117.06,1.62,1376.23,35.0,3.02,3361.0,4.02
50.87,Male,102.61,1.77,797.15,32.0185535090413,4.0,2653.0,2.01
29.43,Male,94.83,1.86,408.83,27.20672165275961,2.99,2404.0,1.98
27.75,Male,81.31,1.66,1437.6,32.33991329869535,3.01,2226.0,4.01
54.11,Female,53.84,1.77,1381.25,20.222793359184813,4.0,1467.0,4.03
41.3,Male,73.45,1.61,1400.37,32.73721904660335,3.01,2302.0,4.0
51.48,Male,105.09,1.99,817.66,30.615673589734328,3.01,2707.0,2.06
38.66,Male,57.16,1.56,2347.0,25.51097941782808,3.99,1817.0,4.99
41.93,Male,73.01,1.62,1122.26,29.0057236067182,2.01,1989.0,3.96
29.23,Male,94.77,1.87,422.02,27.857948508055653,2.99,2415.0,2.03
55.03,Female,128.26,1.69,1494.09,35.0,2.99,3580.0,4.04
54.2,Male,83.85,1.86,1201.2,26.946735553504247,2.04,2285.0,5.01
46.74,Male,127.93,1.65,685.78,35.0,3.0,3270.0,2.01
50.15,Male,66.44,1.57,1513.88,30.30400481308063,1.98,1674.0,2.0
46.1,Male,103.9,1.77,1040.29,34.124753468245665,3.01,2475.0,2.0
44.12,Male,124.62,1.85,1456.78,35.0,4.01,3264.0,3.99
19.92,Male,100.87,1.91,1467.58,24.963253799467275,2.01,2601.0,3.01
50.2,Female,85.86,1.63,1775.66,32.06109461648752,3.01,2396.0,3.97
42.6,Female,55.63,1.82,1307.99,17.36146456272381,3.0,1514.0,2.99
30.61,Male,63.39,1.8,520.14,22.609320764091407,2.0,1691.0,2.0
42.06,Male,70.32,1.87,1502.45,26.855249307958125,2.98,1829.0,3.0
21.84,Male,96.27,1.63,1779.03,35.0,3.0,2471.0,3.99
53.06,Female,73.34,1.55,1546.97,33.44072945108806,4.0,2050.0,4.02
20.21,Female,71.7,1.69,913.64,28.51981785195169,2.01,1944.0,2.99
46.05,Female,58.45,1.7,1587.53,18.2259463233748,2.01,1737.0,4.01
41.18,Female,66.84,1.77,1327.29,24.44921571743667,4.02,1924.0,3.01
22.61,Male,60.57,1.62,1653.6,20.44432782882662,2.99,1912.0,4.97
34.28,Female,111.02,1.86,1404.52,30.680699040450243,2.99,2962.0,1.99
18.85,Female,71.98,1.94,1114.53,20.240509634224264,3.0,1894.0,3.01
26.25,Female,76.66,1.79,1545.69,25.626232778474325,2.0,2183.0,3.0
29.0,Female,58.59,1.61,854.66,24.23991388100608,2.01,1599.0,2.97
22.92,Female,80.51,1.8,1599.14,25.061010056247067,3.01,2211.0,4.0
36.93,Male,76.46,1.82,1948.72,27.104911290143324,3.02,2115.0,4.02
20.16,Female,74.56,1.58,1111.47,33.236256757046725,4.01,1939.0,3.03
42.64,Female,73.25,1.8,780.68,27.10958673147205,3.01,1874.0,3.0
34.16,Male,87.77,1.64,1478.58,30.772359618621163,3.03,2298.0,4.0
52.99,Male,53.22,1.74,1315.2,22.09791711900065,4.02,1500.0,3.0
51.97,Female,60.41,1.69,2107.62,21.173221246480114,3.0,1905.0,3.98
54.95,Male,84.75,1.78,1275.46,29.97518360802051,3.01,2221.0,2.97
54.04,Male,55.18,1.71,670.02,21.2595408846072,2.0,1242.0,2.03
43.05,Female,42.77,1.66,642.4,16.200322292110105,3.01,1229.0,2.02
20.07,Male,55.26,1.6,1490.36,19.70804987060896,2.99,1629.0,3.98
51.93,Male,65.91,1.52,915.16,30.04638818543453,3.02,1689.0,4.01
39.99,Female,54.7,1.61,2229.08,22.839186981693214,2.0,1551.0,4.02
23.33,Female,107.42,1.93,1243.04,32.43912119309813,2.96,2969.0,4.0
47.14,Male,68.66,1.76,1483.3,21.2673469120732,2.99,1862.0,3.0
58.3,Male,59.18,1.66,1464.1,21.8103444199415,3.01,1709.0,2.01
42.92,Female,66.66,1.83,1450.79,24.030604623785703,3.01,1657.0,3.01
21.25,Male,59.99,1.7,2802.8,21.209054723831752,4.0,1861.0,5.02
31.44,Female,48.61,1.51,1773.85,21.9985639488554,3.01,1146.0,2.01
40.12,Male,106.15,1.65,1436.4,35.0,3.0,2911.0,4.01
56.82,Male,96.58,1.86,799.87,31.26222001468337,2.99,2761.0,3.0
31.67,Male,79.06,1.62,1124.35,29.656777861431472,2.99,2117.0,2.98
50.99,Female,49.67,1.61,897.6,21.79686943969578,2.0,1321.0,1.98
49.82,Male,69.62,1.72,1191.39,27.374363557226783,1.97,1875.0,3.99
58.23,Male,66.07,1.75,760.91,22.877927944225604,2.98,1673.0,2.03
47.98,Male,72.36,1.83,1015.9,21.93717804965012,3.02,1849.0,4.01
21.21,Male,96.84,1.72,1521.83,33.898453268529124,4.0,2622.0,3.04
53.96,Female,86.67,1.93,2047.5,25.36733114254269,2.0,2516.0,5.02
40.7,Male,51.6,1.8,1188.0,20.9470003892328,3.0,1339.0,4.0
33.77,Female,88.32,1.64,2702.7,29.9889766702837,2.99,2406.0,4.02
21.99,Male,63.21,1.54,987.15,25.95020426857696,3.0,1759.0,4.0
48.79,Male,83.72,1.87,1395.52,25.49388786448914,4.0,2405.0,3.97
50.32,Male,58.09,1.79,1872.0,19.730857741776187,3.01,1478.0,4.01
18.63,Male,71.35,1.54,855.93,30.555113322856933,1.99,2046.0,1.98
25.82,Female,73.66,1.66,1125.3,30.17469531813288,2.99,1917.0,2.04
39.64,Male,58.46,1.56,613.8,28.386166608955826,2.99,1613.0,2.03
55.42,Male,85.12,1.79,850.31,29.290510051997025,3.01,2489.0,3.01
24.93,Male,65.45,1.77,1091.97,24.095042116505024,4.0,1813.0,3.01
36.39,Female,124.33,1.69,1257.6,35.0,3.0,3354.0,3.99
32.87,Female,39.99,1.63,1155.6,20.193990578754608,3.0,1204.0,3.99
58.26,Male,108.43,1.91,1074.59,26.95552897263742,3.0,2863.0,2.98
56.84,Male,61.0,1.52,1425.6,28.06812332280277,1.99,1693.0,3.01
48.09,Female,95.01,1.71,1346.4,31.749922460366367,2.99,2585.0,2.99
36.6,Female,74.15,1.69,363.0,26.194299426467897,1.99,1778.0,2.01
40.8,Male,66.89,1.69,508.2,27.27477016880402,2.99,1788.0,2.04
32.87,Female,55.59,1.6,1851.2,26.52428941602648,3.03,1529.0,3.98
42.64,Female,72.61,1.59,1277.1,29.391598681640644,2.99,1840.0,3.0
44.23,Female,69.12,1.75,679.8,20.00352079480256,3.0,1833.0,3.0
36.63,Male,123.65,1.76,995.69,35.0,2.99,3162.0,2.03
57.96,Female,44.41,1.57,705.56,22.74904592425087,3.02,1352.0,3.01
41.82,Female,62.79,1.77,1266.14,23.58637643982508,4.01,1624.0,2.99
40.03,Male,77.22,1.92,1218.37,21.760790831848563,3.02,2061.0,3.98
56.98,Female,68.81,1.56,1412.38,26.51887926943836,3.0,1963.0,3.98
44.32,Female,86.71,1.97,1305.61,20.139836600380686,2.0,2426.0,5.0
45.87,Female,94.69,1.82,1065.6,29.71926021182679,2.01,2460.0,2.99
38.21,Male,122.68,1.62,964.0,35.0,1.99,3358.0,3.99
56.12,Male,117.04,1.9,588.53,33.24664298170321,1.99,3034.0,2.0
28.98,Female,106.69,1.81,934.44,32.630826210539404,1.99,2710.0,3.99
42.99,Male,110.52,1.76,719.4,32.674618605505486,1.97,2970.0,2.99
36.88,Female,73.82,1.69,653.4,26.6706894641562,2.03,1855.0,2.0
21.78,Female,50.62,1.59,1371.6,24.51718179862592,3.0,1513.0,2.96
40.69,Female,43.82,1.77,1178.1,20.015330519583426,2.0,1366.0,3.01
49.34,Female,68.75,1.52,1564.7,31.529765208063864,3.01,1958.0,3.99
25.03,Male,80.89,1.95,2017.6,21.87048921738792,3.0,2135.0,4.0
54.12,Male,116.9,2.0,1119.72,29.920212753099964,3.0,2952.0,3.03
35.95,Female,69.78,1.72,1438.8,21.4759870026587,2.99,2008.0,3.01
40.18,Female,70.36,1.55,748.68,32.91527110563689,3.99,2030.0,2.97
49.23,Female,70.34,1.67,1112.19,28.030463670798927,2.99,1897.0,3.0
48.19,Female,86.85,1.76,2119.33,28.5941095825596,3.01,2735.0,5.03
27.35,Male,64.05,1.52,1271.21,30.728781341781453,2.98,1760.0,4.03
23.77,Female,54.3,1.75,553.39,22.636876330071907,1.97,1672.0,3.0
50.17,Male,101.36,1.67,466.82,35.0,2.99,2779.0,2.0
22.4,Female,44.5,1.72,1420.8,19.80848257275528,2.99,1203.0,3.96
54.16,Female,58.63,1.59,1069.2,26.075829496312902,3.0,1434.0,2.01
52.06,Female,65.28,1.51,2647.54,27.648234016900577,4.0,1858.0,4.02
29.87,Male,60.52,1.55,1716.0,24.79910287462331,2.99,1524.0,3.03
36.88,Male,76.44,1.82,1449.6,19.59855717973727,3.0,2257.0,3.98
45.69,Male,66.45,1.72,975.02,27.475008194545765,1.99,1998.0,2.98
50.19,Female,71.46,1.68,1028.66,26.897175327218548,3.01,1833.0,2.0
31.2,Female,61.34,1.76,2120.96,23.165883707285342,3.02,1770.0,3.99
30.08,Male,62.73,1.92,745.12,19.91151275601892,1.99,1710.0,2.03
47.9,Female,69.18,1.6,1459.22,30.31501365131211,4.0,1952.0,3.99
43.23,Female,101.87,1.72,713.45,34.57289300442756,3.01,2690.0,1.98
57.12,Male,62.01,1.52,893.43,26.147662104477515,2.99,1739.0,3.02
51.82,Male,105.86,1.62,1346.4,35.0,2.98,2699.0,3.0
28.81,Male,55.2,1.52,1305.95,26.77602156043336,3.0,1480.0,2.97
37.21,Male,103.34,1.89,534.11,31.329603636251857,1.99,2766.0,2.0
49.8,Male,70.04,1.72,1192.38,27.098502992613096,1.98,2079.0,3.96
46.06,Male,55.18,1.72,1372.8,19.818445197313,3.03,1679.0,2.99
42.29,Female,49.18,1.5,1516.74,24.305754837864725,3.02,1415.0,2.98
53.97,Male,76.03,1.72,863.18,26.14773665854229,4.0,2020.0,3.02
27.01,Male,89.04,1.87,1902.7,26.02806831229244,1.98,2423.0,4.98
22.55,Male,47.69,1.6,908.32,20.968318513901977,3.01,1230.0,2.99
47.1,Female,89.01,1.84,1035.94,31.067466121979702,3.0,2384.0,2.99
48.67,Female,44.65,1.65,1113.6,19.627723803882752,3.0,1350.0,4.01
47.01,Male,61.59,1.54,2024.88,27.43812827207484,3.0,1616.0,3.99
20.25,Male,75.31,1.75,958.4,28.911668365485166,3.01,1896.0,3.01
52.88,Male,77.99,1.65,1091.2,27.194845145752844,3.02,2190.0,3.0
29.11,Female,121.21,1.87,951.19,30.858090043987826,3.0,3219.0,4.01
44.91,Female,47.05,1.79,1938.78,20.77127371183457,2.01,1354.0,3.01
51.13,Female,103.22,1.77,1196.81,33.08076216271752,3.99,2495.0,1.98
21.04,Female,101.39,1.84,1125.38,34.669834193740016,2.99,2610.0,2.06
50.33,Male,58.34,1.79,2288.0,22.96551613983988,2.98,1570.0,4.0
52.93,Male,52.74,1.57,1296.0,24.27295972597597,3.0,1376.0,2.98
42.83,Female,102.52,1.72,991.3,35.0,3.01,2736.0,1.97
22.12,Female,70.93,1.62,790.56,30.8481360950407,2.98,1882.0,2.0
50.3,Female,70.81,1.55,640.65,33.269463231442344,3.99,1769.0,2.03
28.96,Female,121.09,1.87,943.2,32.401230158626724,2.99,3346.0,4.03
23.48,Male,82.96,1.8,616.0,27.189578004894663,3.0,2273.0,3.02
35.17,Female,77.43,1.67,1490.36,27.2458494974998,1.99,2223.0,4.0
22.83,Male,116.98,1.79,1079.1,35.0,2.0,3054.0,3.99
29.17,Female,106.98,1.81,1396.68,33.14142104616097,1.99,2836.0,4.0
36.01,Female,90.45,1.65,986.4,32.13255606124077,3.0,2461.0,3.99
47.15,Male,74.69,1.8,1355.07,23.12203540777165,2.99,2169.0,2.99
42.65,Female,82.48,1.95,1976.0,24.617713736737084,4.02,2404.0,5.0
56.78,Male,55.6,1.99,1094.4,19.75945533253616,2.0,1607.0,2.96
18.83,Female,65.46,1.58,1578.11,26.86444979635401,3.01,1691.0,2.98
22.23,Male,88.49,1.61,1467.53,33.033510984111764,4.01,2618.0,4.98
18.0,Male,72.65,1.55,829.33,31.39946969522852,2.01,1894.0,3.01
39.62,Female,57.81,1.71,2672.04,18.54490246273277,2.01,1774.0,4.98
52.07,Female,51.72,1.66,1802.9,20.987470487003225,3.01,1251.0,2.0
19.54,Female,124.7,1.82,907.2,35.0,2.99,3176.0,2.97
51.93,Female,64.87,1.51,2598.6,25.04177073349004,3.98,1803.0,4.01
41.99,Male,78.79,1.93,804.47,24.00848393687305,3.99,2023.0,2.0
31.24,Female,76.43,1.93,603.9,27.09006735756322,3.0,1945.0,2.0
54.17,Female,115.82,2.0,1013.84,29.42155399345217,2.99,2762.0,3.03
21.33,Male,125.34,1.66,1000.8,35.0,3.99,3430.0,2.97
20.37,Female,100.66,1.91,1780.52,28.540886460258605,1.99,2643.0,3.02
45.22,Female,85.51,1.86,1706.91,28.51676831066576,2.0,2401.0,5.01
40.36,Male,52.54,1.66,1218.18,21.11022599867915,3.03,1513.0,3.02
42.74,Female,42.28,1.64,957.6,20.16950253542637,3.02,1278.0,2.98
48.1,Male,68.42,1.69,751.03,27.463288380561146,3.0,1827.0,3.03
31.17,Female,61.64,1.76,2107.62,20.548560103743323,2.98,1794.0,3.99
51.13,Male,109.22,1.78,665.5,34.41805084226158,3.01,2819.0,3.01
52.34,Male,85.19,1.82,1852.62,25.52467285223747,3.02,2378.0,4.03
23.23,Male,84.56,1.99,2557.73,23.32656833934302,2.98,2188.0,3.98
42.98,Male,61.42,1.58,2189.58,22.925715251766576,4.02,1865.0,5.0
49.97,Female,89.76,1.7,720.29,31.77507965443782,4.0,2314.0,2.0
45.82,Male,54.46,1.72,800.8,17.53068666996016,2.0,1475.0,2.01
56.2,Male,93.29,1.66,1204.5,33.19377691373568,3.01,2595.0,2.0
39.98,Male,55.38,1.61,1202.12,21.26729054279549,2.0,1582.0,4.01
48.75,Male,39.81,1.65,1372.8,19.14691989497799,3.01,1109.0,3.0
54.98,Male,71.29,1.62,475.2,31.649417131116827,2.98,2065.0,3.0
47.76,Female,72.14,1.58,1555.0,28.69535999386242,4.0,1925.0,2.99
